user_id,country,signup_date,subscription_plan,signup_channel,churn_date
13817,UK,2024-06-19,Premium Individual,Social Media Ads,2025-07-06
13818,UK,2024-08-29,Free,Influencer Referral,2025-07-11
13819,France,2024-04-21,Free,Social Media Ads,2025-01-17
13820,Italy,2023-12-27,Premium Student,Social Media Ads,2024-07-09
13821,Brazil,2024-01-22,Free,Social Media Ads,2024-05-18
13822,UK,2024-05-25,Premium Individual,Influencer Referral,2024-08-10
13823,Italy,2023-11-03,Free,Social Media Ads,2023-12-22
13824,Italy,2024-03-29,Free,Influencer Referral,2025-04-12
13825,France,2024-03-17,Free,App Store,2025-03-29
13826,Italy,2024-04-23,Premium Individual,Social Media Ads,2025-01-17
13827,Brazil,2024-01-16,Premium Individual,Social Media Ads,2024-07-23
13828,USA,2024-05-22,Premium Student,Organic Search,2024-09-02
13829,Brazil,2023-08-29,Premium Family,Organic Search,2024-09-17
13830,France,2024-05-26,Premium Individual,Organic Search,2025-03-04
13831,Brazil,2024-06-20,Free,Organic Search,2024-08-11
13832,Brazil,2024-07-20,Premium Individual,Organic Search,2025-01-24
13833,France,2024-08-04,Premium Individual,App Store,2025-01-09
13834,UK,2023-12-18,Free,Influencer Referral,2024-11-05
13835,France,2023-08-19,Premium Individual,App Store,2024-06-14
13836,USA,2024-04-18,Premium Individual,App Store,2025-02-08
13837,Brazil,2023-09-06,Free,Social Media Ads,2024-07-20
13838,France,2023-11-21,Premium Individual,App Store,2024-03-26
13839,France,2024-05-07,Premium Family,Influencer Referral,2024-11-10
13840,Italy,2024-03-25,Premium Individual,Organic Search,2025-01-23
13841,Germany,2024-03-30,Free,Social Media Ads,2024-07-31
13842,USA,2024-05-27,Premium Student,App Store,2025-01-15
13843,France,2023-10-05,Free,App Store,2024-08-30
13844,UK,2024-06-12,Free,App Store,2025-03-17
13845,Italy,2024-03-22,Premium Family,App Store,2024-08-24
13846,Italy,2024-01-16,Free,Influencer Referral,2024-07-10
13847,UK,2024-02-02,Premium Individual,Organic Search,2024-10-24
13848,UK,2024-02-20,Free,Influencer Referral,2024-04-28
13849,Brazil,2024-03-08,Premium Family,App Store,2025-01-24
13850,Brazil,2023-12-12,Free,Organic Search,2024-01-24
13851,France,2023-10-29,Premium Student,Influencer Referral,2024-09-16
13852,Germany,2023-10-07,Premium Individual,App Store,2024-08-24
13853,UK,2023-12-15,Premium Individual,Organic Search,2024-09-06
13854,Germany,2023-11-13,Free,App Store,2024-03-25
13855,France,2024-02-23,Free,Influencer Referral,2024-08-22
13856,France,2024-07-30,Premium Individual,App Store,2025-04-04
13857,Germany,2023-09-13,Free,Social Media Ads,2024-09-26
13858,USA,2023-12-02,Premium Individual,Organic Search,2024-11-07
13859,Germany,2023-08-20,Free,App Store,2023-10-11
13860,UK,2024-08-24,Free,Organic Search,2025-09-09
13861,Brazil,2024-05-07,Free,App Store,2025-02-18
13862,UK,2023-11-05,Free,App Store,2024-11-27
13863,France,2024-01-13,Free,App Store,2024-06-24
13864,France,2024-05-16,Premium Individual,Influencer Referral,2025-04-09
13865,France,2024-08-18,Premium Family,Social Media Ads,2024-10-29
13866,USA,2024-03-17,Premium Individual,Organic Search,2024-10-26
13867,UK,2023-11-17,Premium Student,Organic Search,2024-05-23
13868,Italy,2024-05-05,Free,App Store,2024-09-10
13869,Italy,2024-05-01,Free,Influencer Referral,2024-09-28
13870,Germany,2024-04-14,Free,Social Media Ads,2024-05-20
13871,Italy,2023-08-19,Free,Social Media Ads,2024-05-20
13872,Germany,2024-05-09,Premium Student,Influencer Referral,2024-08-30
13873,USA,2023-08-08,Premium Student,Social Media Ads,2023-09-13
13874,Italy,2024-07-28,Premium Student,App Store,2024-11-22
13875,Italy,2024-07-18,Premium Individual,Organic Search,2025-06-01
13876,Brazil,2024-03-13,Premium Family,App Store,2024-10-23
13877,USA,2024-04-15,Free,Influencer Referral,2024-08-04
13878,Italy,2023-08-28,Free,Social Media Ads,2024-05-16
13879,USA,2024-07-15,Premium Individual,Organic Search,2024-10-27
13880,USA,2023-11-17,Premium Individual,Influencer Referral,2024-12-13
13881,UK,2023-11-13,Free,Influencer Referral,2024-01-22
13882,USA,2024-05-10,Premium Individual,App Store,2024-10-31
13883,France,2024-08-10,Free,Influencer Referral,2025-03-24
13884,Germany,2024-02-14,Premium Individual,Organic Search,2025-02-25
13885,Germany,2024-02-20,Free,Social Media Ads,2024-04-21
13886,UK,2024-03-07,Premium Family,Organic Search,2025-01-29
13887,Brazil,2023-11-25,Premium Student,App Store,2024-03-27
13888,France,2024-03-26,Premium Family,Organic Search,2025-01-11
13889,USA,2024-08-19,Premium Individual,Social Media Ads,2024-11-02
13890,Germany,2024-01-01,Free,Organic Search,2024-04-04
13891,Brazil,2024-06-05,Premium Individual,Social Media Ads,2025-07-09
13892,France,2024-06-05,Free,Social Media Ads,2025-02-18
13893,Brazil,2024-07-06,Premium Individual,Influencer Referral,2024-08-14
13894,USA,2024-05-16,Premium Family,App Store,2025-01-20
13895,UK,2024-08-03,Premium Family,Influencer Referral,2025-05-24
13896,France,2024-05-12,Free,Social Media Ads,2025-03-30
13897,France,2024-08-25,Premium Individual,Organic Search,2024-12-28
13898,USA,2024-05-13,Premium Student,Influencer Referral,2025-01-12
13899,France,2024-06-30,Free,Social Media Ads,2024-09-25
13900,UK,2024-07-22,Premium Individual,Organic Search,2025-08-12
13901,Germany,2024-08-28,Premium Individual,Social Media Ads,2024-12-17
13902,Brazil,2024-03-26,Free,Social Media Ads,2024-07-07
13903,Italy,2024-05-11,Premium Student,App Store,2025-02-18
13904,Germany,2024-08-21,Premium Individual,Influencer Referral,2024-11-20
13905,France,2023-12-31,Premium Student,App Store,2024-03-20
13906,UK,2023-09-17,Premium Individual,Influencer Referral,2024-07-11
13907,France,2024-07-19,Premium Student,Organic Search,2024-10-11
13908,France,2024-04-09,Free,Influencer Referral,2025-05-12
13909,Italy,2024-01-19,Premium Individual,App Store,2024-12-15
13910,Brazil,2024-05-13,Premium Family,Social Media Ads,2024-09-08
13911,Italy,2023-08-14,Premium Family,App Store,2023-10-09
13912,Italy,2024-02-07,Free,App Store,2024-03-27
13913,UK,2023-11-15,Free,Organic Search,2024-07-07
13914,France,2023-11-24,Premium Family,Organic Search,2024-08-23
13915,Germany,2024-08-22,Free,App Store,2025-02-03
13916,Italy,2024-03-08,Free,Social Media Ads,2025-01-08
13917,Germany,2023-09-26,Premium Individual,Organic Search,2024-05-29
13918,Italy,2023-12-24,Free,Social Media Ads,2024-07-29
13919,Germany,2023-11-06,Premium Student,App Store,2023-12-08
13920,Italy,2024-07-29,Free,Influencer Referral,2024-11-20
13921,Germany,2023-11-25,Premium Individual,Organic Search,2024-03-31
13922,UK,2023-12-21,Free,Organic Search,2024-07-21
13923,France,2023-12-12,Premium Individual,Influencer Referral,2024-03-27
13924,USA,2023-10-10,Premium Family,Influencer Referral,2024-03-01
13925,USA,2024-06-08,Premium Student,Influencer Referral,2024-09-06
13926,Brazil,2024-03-18,Premium Individual,Influencer Referral,2024-07-06
13927,Italy,2024-01-22,Free,Organic Search,2025-01-03
13928,Italy,2024-01-06,Premium Student,Organic Search,2024-08-08
13929,UK,2024-04-23,Free,Influencer Referral,2025-05-07
13930,Brazil,2023-09-08,Free,Influencer Referral,2023-10-25
13931,UK,2024-08-07,Premium Individual,Influencer Referral,2025-02-22
13932,USA,2024-03-13,Premium Individual,App Store,2025-01-02
13933,Germany,2023-10-31,Premium Individual,Influencer Referral,2024-09-30
13934,Brazil,2024-03-03,Premium Individual,Influencer Referral,2025-01-10
13935,UK,2024-07-06,Premium Individual,Organic Search,2025-01-11
13936,Germany,2023-10-09,Premium Family,Influencer Referral,2024-11-06
13937,Brazil,2024-02-26,Free,Social Media Ads,2024-06-25
13938,Germany,2024-03-27,Premium Individual,Influencer Referral,2025-03-17
13939,France,2024-06-20,Premium Individual,App Store,2025-07-24
13940,Germany,2024-03-14,Premium Family,Organic Search,2024-07-31
13941,UK,2024-05-21,Premium Individual,Influencer Referral,2025-04-18
13942,Italy,2024-06-05,Premium Individual,Organic Search,2024-10-25
13943,France,2024-07-22,Free,App Store,2025-07-10
13944,France,2023-12-23,Premium Student,Influencer Referral,2024-07-04
13945,Italy,2024-05-08,Free,Organic Search,2024-10-18
13946,Germany,2023-11-08,Premium Student,Influencer Referral,2024-08-31
13947,Brazil,2024-07-03,Premium Individual,App Store,2024-10-25
13948,USA,2024-08-15,Free,Social Media Ads,2024-09-29
13949,USA,2023-11-26,Free,Influencer Referral,2024-11-26
13950,Germany,2024-03-12,Premium Individual,Organic Search,2025-04-01
13951,Brazil,2024-06-24,Free,App Store,2024-08-09
13952,France,2023-08-11,Free,Social Media Ads,2024-05-26
13953,USA,2024-05-09,Free,Influencer Referral,2024-07-18
13954,Italy,2024-06-24,Free,App Store,2025-06-03
13955,France,2024-07-14,Free,Organic Search,2024-11-06
13956,Italy,2023-10-18,Free,Social Media Ads,2024-07-29
13957,Germany,2024-05-29,Free,App Store,2024-08-31
13958,Germany,2024-06-10,Free,Influencer Referral,2025-06-15
13959,USA,2023-08-02,Premium Individual,Influencer Referral,2023-12-07
13960,USA,2024-05-09,Premium Individual,Influencer Referral,2025-04-06
13961,UK,2024-04-07,Free,Organic Search,2025-03-15
13962,France,2024-08-22,Premium Student,Influencer Referral,2025-03-01
13963,Italy,2023-08-18,Free,Influencer Referral,2023-11-06
13964,Italy,2024-08-21,Free,Social Media Ads,2025-06-09
13965,Germany,2024-03-16,Premium Student,Influencer Referral,2024-05-08
13966,Brazil,2023-11-18,Premium Individual,Influencer Referral,2024-11-30
13967,USA,2024-01-02,Premium Individual,Organic Search,2024-06-17
13968,Germany,2024-06-02,Free,Organic Search,2025-06-16
13969,UK,2024-09-02,Premium Student,Social Media Ads,2024-10-10
13970,Brazil,2023-12-05,Free,App Store,2024-12-02
13971,France,2024-08-28,Premium Family,Social Media Ads,2024-11-19
13972,Germany,2024-04-08,Premium Student,Influencer Referral,2025-02-09
13973,USA,2023-10-16,Free,Influencer Referral,2024-04-04
13974,Germany,2024-03-27,Free,Influencer Referral,2024-12-16
13975,UK,2024-06-16,Free,Organic Search,2024-10-03
13976,Brazil,2023-08-22,Premium Family,Organic Search,2024-04-11
13977,Brazil,2023-09-01,Free,Organic Search,2024-05-04
13978,France,2023-08-03,Premium Student,Influencer Referral,2023-11-11
13979,USA,2024-03-16,Premium Individual,App Store,2024-12-30
13980,Italy,2023-08-24,Free,Organic Search,2024-03-10
13981,Brazil,2024-08-07,Premium Student,Social Media Ads,2025-02-03
13982,Italy,2023-09-21,Premium Individual,App Store,2023-12-09
13983,Italy,2023-08-29,Premium Student,Organic Search,2023-10-23
13984,Italy,2023-11-12,Free,App Store,2024-02-06
13985,UK,2024-06-01,Free,Social Media Ads,2025-02-11
13986,Brazil,2024-07-28,Free,App Store,2024-10-24
13987,France,2023-11-09,Free,Social Media Ads,2024-01-07
13988,USA,2024-02-24,Premium Student,Organic Search,2024-09-15
13989,France,2024-06-05,Free,Organic Search,2025-04-24
13990,USA,2024-06-14,Premium Individual,Influencer Referral,2024-08-15
13991,Italy,2023-10-01,Premium Individual,Social Media Ads,2024-05-30
13992,France,2024-07-01,Premium Individual,Organic Search,2025-06-13
13993,France,2024-07-12,Premium Student,Social Media Ads,2025-07-18
13994,Italy,2024-05-20,Premium Individual,App Store,2025-05-20
13995,UK,2024-02-27,Premium Individual,Social Media Ads,2025-02-26
13996,Germany,2024-01-04,Free,App Store,2024-10-10
13997,Italy,2024-07-21,Free,App Store,2025-05-28
13998,Brazil,2024-07-11,Premium Family,Influencer Referral,2025-02-17
13999,USA,2024-02-24,Free,Social Media Ads,2024-12-12
14000,UK,2024-05-23,Premium Individual,Organic Search,2025-06-09
14001,USA,2024-01-07,Premium Family,Organic Search,2024-04-12
14002,Germany,2024-05-24,Premium Family,Social Media Ads,2024-10-20
14003,USA,2023-09-05,Premium Family,Social Media Ads,2024-04-16
14004,France,2024-07-26,Premium Student,App Store,2025-04-05
14005,Brazil,2024-02-23,Free,Social Media Ads,2025-01-31
14006,UK,2024-03-27,Free,App Store,2025-02-15
14007,Italy,2023-10-15,Premium Family,Social Media Ads,2024-02-18
14008,Brazil,2024-02-28,Free,App Store,2024-12-26
14009,Brazil,2023-08-02,Free,App Store,2023-09-11
14010,Germany,2024-07-22,Premium Student,Influencer Referral,2025-06-29
14011,Italy,2024-05-26,Free,Organic Search,2024-10-30
14012,Brazil,2024-01-29,Free,Organic Search,2024-05-24
14013,Italy,2024-06-30,Free,Organic Search,2024-12-24
14014,Brazil,2024-06-20,Free,Organic Search,2025-05-12
14015,France,2023-09-17,Premium Family,App Store,2024-10-04
14016,Brazil,2023-08-22,Premium Individual,Influencer Referral,2023-10-04
14017,Brazil,2023-11-10,Free,App Store,2024-09-30
14018,UK,2023-08-01,Premium Individual,Organic Search,2024-03-22
14019,UK,2024-03-17,Free,Social Media Ads,2024-06-28
14020,Brazil,2024-02-28,Free,Influencer Referral,2024-04-01
14021,Italy,2024-03-03,Free,Organic Search,2024-08-20
14022,France,2023-08-30,Premium Individual,Organic Search,2024-02-05
14023,UK,2024-08-02,Free,App Store,2025-06-28
14024,Germany,2024-08-25,Free,App Store,2025-04-26
14025,Italy,2024-03-24,Premium Individual,Organic Search,2025-01-31
14026,Germany,2023-08-03,Premium Individual,App Store,2024-05-21
14027,Germany,2024-01-06,Premium Individual,App Store,2024-05-14
14028,USA,2024-05-14,Free,App Store,2024-12-14
14029,USA,2024-05-26,Premium Individual,Organic Search,2025-03-30
14030,UK,2023-11-06,Free,Influencer Referral,2024-11-20
14031,UK,2024-06-25,Free,Influencer Referral,2025-01-01
14032,Brazil,2024-08-22,Premium Individual,Social Media Ads,2025-03-29
14033,Germany,2024-02-20,Premium Individual,Influencer Referral,2024-07-14
14034,USA,2023-12-31,Premium Student,Organic Search,2024-02-25
14035,UK,2024-02-27,Premium Individual,Organic Search,2024-07-21
14036,Italy,2023-08-11,Free,Influencer Referral,2023-11-16
14037,USA,2024-02-26,Free,Organic Search,2024-11-19
14038,UK,2023-08-11,Premium Individual,Social Media Ads,2024-07-18
14039,Germany,2023-08-14,Free,Influencer Referral,2024-04-12
14040,France,2024-03-09,Premium Individual,Social Media Ads,2025-03-23
14041,USA,2024-02-21,Free,Social Media Ads,2024-08-06
14042,USA,2024-08-29,Premium Student,Organic Search,2025-06-02
14043,Brazil,2024-02-20,Free,Social Media Ads,2024-05-14
14044,Germany,2024-08-26,Premium Individual,Social Media Ads,2025-06-27
14045,Germany,2024-06-18,Premium Student,Social Media Ads,2024-11-21
14046,UK,2023-12-13,Free,Influencer Referral,2024-08-28
14047,UK,2024-08-05,Premium Individual,Influencer Referral,2024-11-06
14048,USA,2024-02-10,Free,Influencer Referral,2024-11-02
14049,France,2024-03-25,Free,App Store,2025-01-13
14050,Germany,2023-09-10,Premium Individual,Organic Search,2024-09-12
14051,USA,2023-10-25,Free,App Store,2024-01-16
14052,France,2024-02-25,Free,Social Media Ads,2024-09-03
14053,USA,2023-11-17,Free,Social Media Ads,2024-06-24
14054,Italy,2024-03-27,Premium Individual,Social Media Ads,2024-12-28
14055,Brazil,2023-09-01,Free,App Store,2023-11-17
14056,Germany,2023-11-09,Premium Individual,Organic Search,2024-08-14
14057,Italy,2024-04-23,Premium Student,Influencer Referral,2024-07-10
14058,Brazil,2024-04-01,Free,Organic Search,2024-09-24
14059,USA,2024-08-28,Premium Individual,Organic Search,2024-12-24
14060,Germany,2024-07-25,Premium Individual,Organic Search,2025-02-06
14061,Germany,2024-06-20,Premium Individual,App Store,2025-01-04
14062,France,2023-08-01,Premium Individual,Social Media Ads,2023-12-27
14063,Germany,2024-03-28,Premium Individual,Influencer Referral,2025-02-18
14064,France,2023-10-31,Premium Individual,App Store,2024-11-16
14065,USA,2023-11-15,Premium Individual,App Store,2024-12-13
14066,Germany,2023-10-23,Premium Individual,Social Media Ads,2024-01-09
14067,USA,2024-01-30,Free,App Store,2024-09-30
14068,France,2023-09-19,Premium Family,Influencer Referral,2024-01-20
14069,Italy,2024-02-29,Free,Influencer Referral,2025-03-09
14070,USA,2023-10-06,Free,Influencer Referral,2024-08-16
14071,Brazil,2024-02-17,Premium Individual,Influencer Referral,2025-01-27
14072,Brazil,2024-04-07,Free,Organic Search,2024-09-10
14073,France,2023-10-11,Free,App Store,2024-01-01
14074,Germany,2023-09-11,Premium Student,App Store,2024-06-23
14075,Italy,2024-06-18,Premium Individual,Influencer Referral,2025-02-22
14076,France,2024-05-22,Premium Individual,Social Media Ads,2025-03-16
14077,Brazil,2023-11-13,Free,Social Media Ads,2024-05-02
14078,USA,2024-07-20,Premium Individual,Organic Search,2025-03-11
14079,Germany,2023-10-28,Premium Student,Organic Search,2023-12-22
14080,Germany,2024-08-05,Premium Individual,Social Media Ads,2025-02-02
14081,Germany,2023-09-15,Premium Individual,Influencer Referral,2024-06-14
14082,UK,2024-04-21,Free,App Store,2025-02-04
14083,France,2023-08-08,Free,Organic Search,2024-02-03
14084,UK,2023-10-18,Premium Individual,Influencer Referral,2023-11-20
14085,UK,2024-01-09,Free,App Store,2024-07-13
14086,Germany,2023-09-04,Premium Individual,Influencer Referral,2024-06-22
14087,UK,2024-01-30,Premium Student,Social Media Ads,2024-04-10
14088,Brazil,2023-11-01,Premium Family,Organic Search,2024-07-01
14089,Italy,2023-09-09,Premium Individual,App Store,2024-09-23
14090,UK,2024-08-19,Premium Family,Influencer Referral,2025-07-27
14091,Brazil,2024-08-27,Premium Family,Organic Search,2024-12-08
14092,UK,2024-08-19,Free,App Store,2025-06-19
14093,UK,2023-10-01,Premium Individual,App Store,2024-02-16
14094,Germany,2023-12-31,Free,App Store,2024-08-24
14095,Germany,2023-12-09,Free,Influencer Referral,2024-09-12
14096,Italy,2023-12-09,Free,Social Media Ads,2024-10-22
14097,USA,2024-01-14,Premium Individual,Influencer Referral,2024-07-03
14098,UK,2024-02-21,Free,Social Media Ads,2024-05-23
14099,France,2024-02-11,Premium Individual,Organic Search,2025-01-30
14100,UK,2023-11-25,Free,Organic Search,2024-05-19
14101,USA,2024-08-26,Free,Influencer Referral,2025-03-04
14102,Germany,2024-08-26,Free,Influencer Referral,2025-04-09
14103,Italy,2023-12-11,Free,Social Media Ads,2024-02-26
14104,Germany,2023-10-28,Premium Individual,Organic Search,2024-09-07
14105,France,2024-03-01,Free,App Store,2025-03-05
14106,Brazil,2023-12-26,Premium Individual,App Store,2024-04-07
14107,Brazil,2024-08-29,Premium Individual,Social Media Ads,2025-06-08
14108,France,2024-01-19,Free,App Store,2024-11-05
14109,Germany,2023-08-16,Premium Individual,Social Media Ads,2024-01-27
14110,France,2023-09-20,Free,Organic Search,2024-01-30
14111,Brazil,2023-08-30,Free,Organic Search,2024-03-15
14112,USA,2024-01-01,Premium Student,Influencer Referral,2024-04-13
14113,Germany,2023-12-05,Premium Individual,App Store,2024-06-09
14114,Germany,2024-07-08,Free,App Store,2025-01-01
14115,USA,2024-07-22,Free,Influencer Referral,2025-02-02
14116,Germany,2023-09-26,Free,Social Media Ads,2024-01-06
14117,Italy,2024-08-12,Premium Individual,Social Media Ads,2025-08-29
14118,Brazil,2024-03-21,Free,Social Media Ads,2024-09-28
14119,Germany,2023-12-01,Premium Family,Social Media Ads,2024-07-17
14120,Italy,2024-01-10,Free,Influencer Referral,2024-08-27
14121,Brazil,2024-01-24,Free,Social Media Ads,2024-07-18
14122,UK,2023-10-08,Premium Student,Organic Search,2024-03-23
14123,Brazil,2024-07-12,Premium Family,Influencer Referral,2024-10-20
14124,Brazil,2023-08-05,Premium Individual,Organic Search,2024-08-16
14125,Italy,2023-08-28,Free,App Store,2024-07-06
14126,Germany,2023-11-18,Premium Family,Social Media Ads,2024-08-23
14127,France,2023-09-27,Premium Individual,Social Media Ads,2024-06-15
14128,Italy,2023-08-25,Premium Student,Influencer Referral,2024-02-20
14129,Germany,2024-01-01,Free,Organic Search,2024-09-29
14130,Brazil,2023-12-29,Free,App Store,2025-01-12
14131,USA,2023-09-20,Free,Influencer Referral,2023-11-28
14132,Germany,2024-06-20,Premium Family,App Store,2024-11-14
14133,France,2024-07-19,Free,Influencer Referral,2024-10-18
14134,Brazil,2024-05-14,Premium Individual,Social Media Ads,2025-02-04
14135,UK,2024-02-25,Premium Student,Influencer Referral,2024-07-16
14136,UK,2024-08-13,Free,Organic Search,2025-03-05
14137,UK,2023-12-19,Free,Organic Search,2024-02-10
14138,France,2024-01-18,Premium Student,App Store,2025-01-04
14139,Brazil,2023-08-07,Free,Social Media Ads,2024-08-21
14140,Brazil,2024-05-10,Premium Individual,Social Media Ads,2024-11-18
14141,France,2023-09-06,Premium Student,Influencer Referral,2024-05-04
14142,USA,2024-04-23,Premium Individual,App Store,2024-06-06
14143,USA,2024-06-08,Premium Individual,Organic Search,2025-05-01
14144,Germany,2023-10-26,Free,Organic Search,2024-03-17
14145,Germany,2024-04-01,Premium Individual,App Store,2024-09-20
14146,USA,2023-11-30,Premium Family,Influencer Referral,2024-04-24
14147,France,2024-01-07,Free,Influencer Referral,2024-08-20
14148,Germany,2024-02-28,Free,Influencer Referral,2024-08-22
14149,USA,2023-11-08,Free,Social Media Ads,2024-09-11
14150,Germany,2024-06-14,Free,Organic Search,2025-04-10
14151,USA,2024-01-05,Free,Influencer Referral,2024-05-29
14152,USA,2024-02-01,Free,App Store,2024-11-19
14153,France,2024-06-21,Premium Family,Social Media Ads,2025-05-16
14154,Germany,2023-10-31,Premium Family,Social Media Ads,2024-01-09
14155,Brazil,2024-01-28,Premium Individual,App Store,2024-04-28
14156,Italy,2024-09-01,Premium Individual,App Store,2024-10-21
14157,France,2024-01-07,Premium Family,Organic Search,2025-01-23
14158,UK,2023-09-16,Free,Social Media Ads,2023-12-25
14159,UK,2023-11-22,Free,App Store,2024-11-09
14160,USA,2024-08-17,Premium Student,Organic Search,2025-03-01
14161,Italy,2024-05-30,Free,Social Media Ads,2024-10-23
14162,Italy,2024-06-19,Premium Individual,Influencer Referral,2025-02-16
14163,Germany,2023-11-10,Free,Social Media Ads,2024-12-08
14164,Italy,2024-07-01,Premium Individual,Influencer Referral,2025-01-17
14165,Germany,2024-01-05,Premium Student,Social Media Ads,2024-02-27
14166,Italy,2024-06-13,Free,Organic Search,2025-05-09
14167,USA,2024-07-18,Free,App Store,2025-05-16
14168,Germany,2023-10-23,Free,App Store,2024-05-27
14169,UK,2024-08-10,Premium Individual,App Store,2024-12-30
14170,Germany,2024-04-10,Premium Individual,App Store,2025-02-07
14171,Italy,2024-05-19,Free,Organic Search,2025-05-19
14172,Italy,2024-05-29,Free,Social Media Ads,2025-06-28
14173,Germany,2023-10-07,Free,App Store,2024-02-08
14174,Brazil,2024-05-25,Free,Organic Search,2025-02-21
14175,Italy,2023-10-25,Premium Individual,Influencer Referral,2024-05-31
14176,USA,2023-11-17,Free,Organic Search,2024-08-01
14177,UK,2023-09-16,Premium Family,App Store,2023-11-25
14178,Germany,2023-10-12,Premium Individual,Social Media Ads,2024-08-19
14179,USA,2024-08-26,Premium Individual,Influencer Referral,2025-04-24
14180,Brazil,2023-12-10,Premium Individual,Social Media Ads,2024-07-13
14181,USA,2024-01-02,Free,Influencer Referral,2024-06-04
14182,Brazil,2024-02-08,Free,Influencer Referral,2025-02-11
14183,Brazil,2024-05-12,Free,App Store,2025-04-12
14184,Italy,2024-03-17,Premium Individual,Influencer Referral,2024-12-06
14185,Brazil,2024-03-02,Premium Family,Influencer Referral,2024-11-25
14186,France,2024-06-30,Premium Individual,Social Media Ads,2025-06-28
14187,USA,2024-02-15,Premium Individual,App Store,2024-12-12
14188,UK,2024-06-03,Free,Influencer Referral,2024-12-30
14189,Brazil,2024-07-30,Premium Individual,App Store,2025-01-22
14190,Germany,2024-04-27,Free,Influencer Referral,2024-08-20
14191,Brazil,2023-08-15,Premium Individual,Social Media Ads,2024-06-02
14192,France,2023-11-14,Free,Organic Search,2024-10-20
14193,Brazil,2024-04-04,Premium Individual,Organic Search,2024-07-23
14194,Italy,2024-02-08,Free,Organic Search,2024-05-14
14195,Brazil,2023-11-22,Free,Influencer Referral,2024-06-22
14196,USA,2023-12-13,Premium Family,Social Media Ads,2025-01-02
14197,Italy,2023-09-01,Premium Family,Influencer Referral,2024-04-18
14198,Brazil,2023-11-02,Premium Individual,Organic Search,2024-11-04
14199,Italy,2024-06-09,Premium Individual,Organic Search,2024-11-05
14200,USA,2023-08-05,Premium Family,Social Media Ads,2024-01-22
14201,Italy,2024-06-30,Premium Family,Social Media Ads,2025-01-08
14202,UK,2023-12-14,Free,Organic Search,2024-11-27
14203,France,2024-06-19,Free,Social Media Ads,2025-06-07
14204,France,2023-11-11,Premium Student,App Store,2024-11-11
14205,France,2024-06-27,Free,Organic Search,2025-01-20
14206,France,2024-03-16,Premium Individual,Organic Search,2024-09-01
14207,USA,2024-07-06,Premium Family,App Store,2025-05-17
14208,USA,2023-08-25,Free,Influencer Referral,2024-08-18
14209,Italy,2024-06-14,Free,Influencer Referral,2025-01-24
14210,France,2023-11-17,Free,Social Media Ads,2024-08-20
14211,France,2023-12-22,Free,App Store,2024-01-26
14212,Italy,2023-08-18,Free,Organic Search,2024-01-11
14213,Brazil,2024-08-16,Free,Organic Search,2025-07-07
14214,France,2024-04-13,Premium Individual,App Store,2024-10-31
14215,Brazil,2024-08-27,Premium Family,Social Media Ads,2025-09-20
14216,Italy,2024-03-15,Free,Influencer Referral,2025-03-19
14217,Brazil,2023-10-03,Premium Family,Organic Search,2024-09-27
14218,UK,2023-12-13,Premium Individual,Organic Search,2024-09-04
14219,USA,2024-01-23,Premium Family,Social Media Ads,2024-12-24
14220,Brazil,2023-09-28,Premium Individual,App Store,2024-06-23
14221,Germany,2024-08-07,Premium Individual,Organic Search,2025-02-05
14222,Italy,2024-08-18,Free,App Store,2025-06-12
14223,USA,2024-03-13,Free,Influencer Referral,2024-09-23
14224,Germany,2024-03-21,Free,Organic Search,2025-01-21
14225,France,2024-05-08,Free,App Store,2024-11-24
14226,UK,2024-04-28,Premium Individual,Social Media Ads,2024-09-29
14227,Italy,2023-08-26,Premium Individual,Organic Search,2024-02-28
14228,Germany,2024-02-29,Premium Individual,App Store,2025-02-07
14229,Italy,2024-06-06,Premium Individual,Social Media Ads,2024-12-14
14230,France,2024-06-18,Premium Individual,Organic Search,2025-02-20
14231,Italy,2024-03-26,Free,Social Media Ads,2025-02-12
14232,USA,2024-07-24,Premium Student,Influencer Referral,2025-08-18
14233,UK,2024-03-22,Free,Organic Search,2025-02-11
14234,Brazil,2024-01-01,Premium Individual,App Store,2024-08-23
14235,USA,2024-01-25,Free,App Store,2024-06-14
14236,France,2024-05-03,Free,App Store,2024-08-12
14237,Italy,2024-07-20,Premium Student,Organic Search,2025-03-26
14238,USA,2023-10-31,Free,Organic Search,2023-12-25
14239,Germany,2023-11-26,Premium Individual,App Store,2024-10-23
14240,USA,2024-04-17,Free,Influencer Referral,2025-01-26
14241,Italy,2024-06-01,Premium Individual,Social Media Ads,2025-02-06
14242,Brazil,2024-01-07,Premium Family,Organic Search,2024-09-01
14243,USA,2024-04-14,Premium Family,Organic Search,2025-03-18
14244,UK,2023-08-03,Premium Individual,Social Media Ads,2024-07-19
14245,Italy,2023-11-25,Free,Organic Search,2024-11-25
14246,Brazil,2024-08-17,Premium Individual,Social Media Ads,2025-07-27
14247,Germany,2024-03-18,Free,App Store,2025-01-13
14248,France,2024-07-13,Premium Individual,Social Media Ads,2024-12-30
14249,USA,2023-10-27,Free,App Store,2024-10-01
14250,Brazil,2023-11-25,Premium Individual,Organic Search,2024-12-26
14251,Brazil,2024-08-24,Premium Student,Social Media Ads,2025-07-13
14252,USA,2024-09-03,Premium Student,Influencer Referral,2025-08-12
