stream_id,user_id,track_id,platform_id,listen_date,listen_hour,device_type,connection_type,stream_source,is_skipped,is_liked,listen_duration_sec,royalty_cost,revenue_generated
48781,22308,67,1,2024-12-27,1,Mobile Android,Cellular,Search,False,False,262,0.00092,0.00135
48786,1071,45,4,2024-09-26,5,Mobile iOS,Offline,Editorial,False,False,231,0.00135,0.00199
48792,34297,28,4,2024-07-23,14,Tablet,Cellular,Editorial,False,False,286,0.00452,0.00665
48810,24055,17,3,2024-04-14,2,Tablet,Cellular,Algorithmic,True,False,15,0.0,0.00975
48817,39945,6,4,2024-10-18,13,Mobile Android,Cellular,Search,True,False,15,0.0,0.0071
48875,36036,17,2,2024-09-20,6,Tablet,Wifi,Algorithmic,True,False,24,0.0,0.0067
48907,24981,55,1,2024-09-28,11,Mobile iOS,Wifi,Search,False,False,147,0.00116,0.00171
48957,4521,42,1,2024-11-28,8,Mobile Android,Wifi,Algorithmic,True,False,17,0.0,0.00529
48961,4969,85,1,2024-01-28,1,Smart Speaker,Cellular,Search,True,False,15,0.0,0.00678
48971,25405,92,4,2024-01-04,18,Mobile iOS,Cellular,Algorithmic,True,False,14,0.0,0.00163
48974,29511,1,3,2024-09-21,10,Tablet,Cellular,Algorithmic,False,False,207,0.00412,0.00606
48979,26307,47,4,2024-03-10,17,Mobile iOS,Offline,Search,False,True,109,0.00357,0.00525
48987,14784,80,1,2024-03-04,8,Desktop,Cellular,Algorithmic,False,False,178,0.0014,0.00206
48990,20167,2,4,2024-03-22,16,Smart Speaker,Wifi,Editorial,False,True,143,0.0011,0.00162
48991,24920,3,1,2024-11-08,10,Smart Speaker,Wifi,Algorithmic,False,True,192,0.00121,0.00178
49006,12975,13,4,2024-11-15,8,Desktop,Cellular,Editorial,False,True,170,0.00324,0.00476
49008,35208,65,1,2024-06-21,20,Tablet,Wifi,Search,True,False,3,0.0,0.00195
49030,3996,81,3,2024-06-12,11,Desktop,Offline,Editorial,False,False,139,0.00526,0.00774
49035,17204,11,4,2024-03-28,1,Desktop,Wifi,Algorithmic,True,False,10,0.0,0.00786
49040,16377,18,4,2024-09-07,2,Desktop,Offline,Search,False,True,148,0.00133,0.00195
49065,17678,79,1,2024-05-23,3,Tablet,Wifi,Search,False,False,163,0.00102,0.0015
49089,27400,5,1,2024-06-20,19,Smart Speaker,Cellular,Algorithmic,False,False,112,0.00657,0.00966
49115,20223,4,2,2024-06-15,19,Mobile Android,Cellular,Search,False,False,207,0.00141,0.00208
49125,17312,90,4,2024-12-18,16,Mobile Android,Wifi,Algorithmic,False,False,171,0.00124,0.00182
49141,12960,7,1,2024-03-27,23,Mobile Android,Wifi,Search,False,True,209,0.00613,0.00901
49176,30248,36,4,2024-08-14,8,Mobile iOS,Wifi,Editorial,False,False,168,0.00124,0.00183
49202,34287,50,1,2024-12-14,9,Smart Speaker,Wifi,Algorithmic,False,False,127,0.00153,0.00225
49214,11166,59,2,2024-03-03,14,Tablet,Offline,Editorial,False,False,201,0.00093,0.00137
49225,40418,5,4,2024-12-18,17,Mobile Android,Offline,Editorial,False,False,154,0.00113,0.00166
49231,23605,16,1,2024-07-29,23,Smart Speaker,Wifi,Search,False,False,172,0.00371,0.00545
49237,25417,94,3,2024-09-17,15,Mobile Android,Wifi,Algorithmic,False,False,173,0.00149,0.00219
49247,1341,89,1,2024-08-03,11,Mobile Android,Offline,Search,False,False,137,0.00407,0.00599
49251,8526,41,2,2024-04-20,8,Mobile Android,Wifi,Editorial,True,False,10,0.0,0.00676
49266,4264,40,3,2024-10-17,0,Mobile iOS,Wifi,Search,False,True,278,0.00131,0.00193
49281,15376,50,3,2024-06-16,14,Smart Speaker,Offline,Editorial,False,False,116,0.00487,0.00716
49295,26424,16,1,2024-03-23,14,Mobile iOS,Wifi,Search,False,False,139,0.00095,0.0014
49298,12128,16,1,2024-08-22,0,Mobile Android,Cellular,Editorial,False,False,179,0.00448,0.00659
49316,16608,5,4,2024-03-20,23,Smart Speaker,Wifi,Algorithmic,False,False,152,0.0015,0.0022
49350,17174,99,3,2024-06-15,9,Mobile iOS,Wifi,Algorithmic,False,False,131,0.00148,0.00218
49354,40819,4,4,2024-01-26,15,Desktop,Cellular,Search,False,False,213,0.00557,0.00819
49356,23614,91,3,2024-07-19,11,Desktop,Wifi,Algorithmic,True,False,4,0.0,0.00213
49360,19081,64,4,2024-12-18,12,Mobile Android,Wifi,Editorial,False,False,213,0.00132,0.00194
49362,1693,67,3,2024-11-07,12,Smart Speaker,Cellular,Search,False,False,218,0.00097,0.00142
49387,6846,4,4,2024-07-28,20,Desktop,Cellular,Algorithmic,False,True,273,0.00143,0.0021
49393,26059,45,4,2024-09-07,7,Tablet,Wifi,Search,True,False,14,0.0,0.00581
49395,25983,6,3,2024-07-02,13,Smart Speaker,Wifi,Search,False,False,233,0.0013,0.00191
49396,24265,68,1,2024-06-30,2,Mobile Android,Wifi,Algorithmic,False,False,261,0.0042,0.00617
49398,20054,75,4,2024-12-21,8,Desktop,Wifi,Algorithmic,True,False,9,0.0,0.00808
49408,38479,27,1,2024-11-22,15,Smart Speaker,Wifi,Search,False,True,158,0.00292,0.0043
49410,380,41,2,2024-09-23,18,Desktop,Wifi,Algorithmic,False,False,197,0.0015,0.00221
49428,29466,19,4,2024-08-23,13,Smart Speaker,Offline,Search,False,False,249,0.0035,0.00514
49452,28078,1,3,2024-12-28,10,Mobile Android,Wifi,Algorithmic,False,False,172,0.00429,0.00631
49455,32381,7,3,2024-04-04,0,Tablet,Wifi,Algorithmic,False,False,237,0.00137,0.00202
49458,18449,27,4,2024-06-26,0,Tablet,Offline,Algorithmic,False,True,185,0.00097,0.00143
49485,9745,10,1,2024-07-19,21,Mobile iOS,Offline,Search,True,False,8,0.0,0.00773
49487,6461,27,4,2024-08-24,5,Desktop,Wifi,Algorithmic,False,False,234,0.00135,0.00198
49490,44270,14,4,2024-06-19,7,Mobile Android,Wifi,Editorial,True,False,18,0.0,0.00606
49521,3670,43,3,2024-10-14,0,Mobile iOS,Cellular,Algorithmic,True,False,21,0.0,0.00224
49534,35052,72,1,2024-01-25,11,Mobile iOS,Wifi,Search,False,False,128,0.00381,0.0056
49538,14623,87,2,2024-07-13,15,Desktop,Wifi,Algorithmic,True,True,18,0.0,0.00467
49547,41432,23,1,2024-07-14,18,Desktop,Wifi,Algorithmic,True,False,29,0.0,0.0018
49561,28581,1,3,2024-08-01,14,Smart Speaker,Cellular,Algorithmic,False,True,166,0.00109,0.0016
49562,39598,55,3,2024-08-28,15,Smart Speaker,Wifi,Algorithmic,False,True,206,0.00127,0.00187
49580,2609,38,1,2024-06-09,5,Tablet,Cellular,Search,False,False,146,0.00121,0.00178
49595,42184,46,3,2024-09-05,9,Mobile iOS,Offline,Editorial,False,False,180,0.00121,0.00178
49604,30840,2,2,2024-04-28,4,Smart Speaker,Wifi,Algorithmic,False,False,169,0.0053,0.00779
49614,20449,60,4,2024-07-14,21,Smart Speaker,Wifi,Search,False,False,174,0.00124,0.00183
49615,27364,99,2,2024-11-11,23,Desktop,Wifi,Search,False,False,179,0.00668,0.00983
49619,26867,98,3,2024-05-27,18,Smart Speaker,Cellular,Search,False,False,157,0.00095,0.0014
49642,27388,71,1,2024-10-25,19,Tablet,Offline,Search,True,False,5,0.0,0.00204
49648,19081,14,2,2024-12-11,9,Mobile Android,Offline,Search,True,True,19,0.0,0.00223
49659,29826,96,1,2024-12-16,6,Mobile iOS,Cellular,Search,False,False,143,0.00097,0.00142
49701,24326,10,2,2024-05-06,22,Smart Speaker,Wifi,Search,False,False,112,0.00401,0.00589
49705,31363,62,4,2024-08-28,10,Mobile Android,Wifi,Algorithmic,False,False,186,0.00469,0.00689
49709,2098,33,3,2024-08-19,20,Tablet,Wifi,Search,False,False,156,0.00146,0.00215
49714,25305,28,3,2024-12-03,6,Smart Speaker,Wifi,Search,False,False,204,0.00104,0.00153
49716,38286,5,1,2024-01-08,11,Tablet,Cellular,Search,False,False,139,0.0037,0.00544
49723,20042,89,1,2024-05-10,8,Mobile iOS,Wifi,Algorithmic,True,False,16,0.0,0.00198
49726,8822,47,1,2024-11-29,20,Smart Speaker,Wifi,Search,False,False,166,0.00473,0.00696
49777,34409,15,1,2024-03-16,20,Tablet,Cellular,Search,False,False,103,0.00103,0.00152
49783,22484,24,1,2024-05-31,3,Tablet,Wifi,Editorial,True,True,2,0.0,0.0016
49790,38215,61,4,2024-12-12,17,Desktop,Cellular,Search,False,False,227,0.0015,0.0022
49815,9917,37,1,2024-11-08,3,Tablet,Wifi,Algorithmic,True,False,8,0.0,0.00772
49826,36902,97,1,2024-07-14,17,Mobile iOS,Wifi,Algorithmic,False,False,270,0.00135,0.00198
49839,26875,70,4,2024-08-14,10,Desktop,Offline,Editorial,False,False,109,0.0058,0.00853
49841,29709,92,1,2024-07-17,18,Mobile Android,Wifi,Editorial,False,False,195,0.00114,0.00168
49844,40081,76,4,2024-02-01,14,Smart Speaker,Cellular,Algorithmic,True,False,25,0.0,0.00459
49847,43138,61,3,2024-08-24,12,Mobile Android,Wifi,Algorithmic,False,False,213,0.00454,0.00667
49849,25451,29,2,2024-09-15,1,Mobile Android,Wifi,Algorithmic,True,False,22,0.0,0.00922
49864,44285,44,1,2024-06-03,14,Tablet,Wifi,Algorithmic,True,False,27,0.0,0.00626
49882,38152,11,4,2024-08-04,13,Mobile Android,Cellular,Algorithmic,False,False,142,0.00417,0.00613
49886,15246,48,1,2024-10-25,14,Mobile Android,Wifi,Algorithmic,False,False,224,0.00109,0.00161
49904,24754,80,3,2024-04-20,1,Mobile iOS,Wifi,Algorithmic,True,False,8,0.0,0.00201
49906,1693,78,3,2024-12-03,22,Tablet,Wifi,Search,True,False,15,0.0,0.00187
49909,32016,84,4,2024-11-10,3,Mobile Android,Wifi,Editorial,False,False,218,0.00112,0.00164
49927,29040,5,3,2024-09-20,16,Mobile Android,Wifi,Algorithmic,True,False,10,0.0,0.00211
49938,2672,33,3,2024-12-01,18,Desktop,Wifi,Search,True,False,7,0.0,0.00708
49939,11423,8,3,2024-12-02,8,Smart Speaker,Wifi,Algorithmic,False,False,214,0.00101,0.00148
49942,26894,80,2,2024-10-14,18,Mobile Android,Offline,Search,False,False,269,0.00434,0.00638
49950,17064,21,4,2024-05-27,23,Smart Speaker,Wifi,Algorithmic,True,False,27,0.0,0.00159
49951,30848,25,3,2024-02-01,9,Smart Speaker,Offline,Algorithmic,False,False,97,0.00405,0.00595
49954,26722,1,3,2024-05-25,14,Mobile Android,Wifi,Search,True,False,14,0.0,0.00193
49968,26228,9,3,2024-04-03,5,Mobile iOS,Wifi,Search,True,False,27,0.0,0.0077
49971,7386,27,2,2024-02-29,10,Desktop,Offline,Search,False,False,250,0.00589,0.00866
49980,26667,2,1,2024-02-03,13,Tablet,Wifi,Editorial,False,False,142,0.00128,0.00188
49990,30848,39,3,2024-05-26,13,Tablet,Wifi,Algorithmic,True,False,12,0.0,0.00573
49994,3373,36,1,2024-03-04,20,Mobile iOS,Cellular,Search,False,False,159,0.00328,0.00483
50004,7729,84,1,2024-10-28,22,Mobile iOS,Wifi,Search,True,False,27,0.0,0.0064
50039,28222,9,3,2024-10-30,4,Mobile iOS,Offline,Search,False,False,204,0.0046,0.00677
50048,6284,88,3,2024-08-07,20,Tablet,Wifi,Algorithmic,False,True,130,0.00549,0.00807
50049,20249,29,4,2024-07-05,8,Mobile iOS,Cellular,Editorial,False,False,121,0.0012,0.00177
50050,41999,54,1,2024-09-06,1,Desktop,Offline,Search,False,False,136,0.00118,0.00173
50058,27973,33,3,2024-12-27,6,Smart Speaker,Cellular,Editorial,True,False,22,0.0,0.00524
50080,24121,22,1,2024-11-24,19,Smart Speaker,Wifi,Editorial,False,False,239,0.00502,0.00738
50091,12765,60,2,2024-05-11,1,Smart Speaker,Wifi,Search,True,False,15,0.0,0.00143
50113,39162,72,4,2024-04-14,14,Mobile iOS,Wifi,Editorial,False,False,134,0.00606,0.00891
50117,29497,9,4,2024-11-09,18,Desktop,Wifi,Search,False,True,238,0.00129,0.0019
50137,37172,2,1,2024-06-09,11,Mobile Android,Wifi,Search,False,False,137,0.00431,0.00634
50139,4086,20,1,2024-12-01,17,Desktop,Cellular,Editorial,False,False,202,0.00097,0.00142
50167,15162,79,2,2024-05-13,5,Mobile iOS,Offline,Algorithmic,True,False,10,0.0,0.00523
50179,25447,29,4,2024-06-28,18,Mobile iOS,Offline,Algorithmic,True,False,4,0.0,0.00444
50184,39470,38,3,2024-07-03,21,Desktop,Wifi,Search,True,False,10,0.0,0.002
50189,40480,1,2,2024-04-09,12,Mobile Android,Cellular,Search,False,False,135,0.00125,0.00184
50194,17128,4,2,2024-02-13,16,Smart Speaker,Wifi,Editorial,False,False,226,0.00545,0.00802
50197,28504,1,1,2024-12-10,8,Tablet,Wifi,Editorial,False,False,138,0.00419,0.00616
50214,42449,40,3,2024-05-18,9,Tablet,Wifi,Algorithmic,True,False,19,0.0,0.0015
50228,5086,10,1,2024-10-07,23,Mobile iOS,Cellular,Algorithmic,False,False,128,0.00474,0.00697
50247,39210,62,1,2024-12-27,14,Smart Speaker,Cellular,Algorithmic,False,False,218,0.00092,0.00135
50261,11654,81,2,2024-11-28,19,Mobile iOS,Wifi,Algorithmic,False,True,120,0.00107,0.00157
50265,29896,51,4,2024-05-25,10,Desktop,Wifi,Algorithmic,True,False,27,0.0,0.00174
50278,33224,13,2,2024-12-08,13,Smart Speaker,Offline,Algorithmic,False,False,193,0.00105,0.00154
50286,37908,93,3,2024-04-07,23,Smart Speaker,Wifi,Algorithmic,False,False,134,0.00118,0.00174
50339,7579,71,4,2024-10-03,6,Mobile Android,Wifi,Algorithmic,False,False,178,0.00371,0.00545
50383,5508,69,4,2024-05-25,5,Desktop,Wifi,Search,False,False,161,0.0012,0.00176
50414,43961,28,3,2024-09-29,11,Desktop,Wifi,Search,False,False,288,0.00392,0.00577
50431,19514,53,2,2024-07-20,10,Smart Speaker,Wifi,Search,False,False,126,0.00095,0.0014
50464,24082,15,3,2024-06-21,16,Smart Speaker,Wifi,Editorial,True,False,2,0.0,0.00207
50476,39111,8,3,2024-07-19,1,Mobile Android,Wifi,Editorial,False,False,199,0.00138,0.00203
50487,32162,18,4,2024-03-15,13,Tablet,Cellular,Search,True,False,23,0.0,0.00192
50494,2003,8,2,2024-11-10,11,Tablet,Cellular,Algorithmic,False,False,290,0.00107,0.00157
50520,1946,93,1,2024-11-20,10,Desktop,Wifi,Algorithmic,True,False,2,0.0,0.00659
50575,40847,26,3,2024-09-16,3,Desktop,Wifi,Algorithmic,True,False,11,0.0,0.00161
50578,33253,91,1,2024-12-26,12,Desktop,Offline,Search,False,False,235,0.00105,0.00154
50586,21559,72,3,2024-06-16,6,Mobile iOS,Offline,Search,False,False,110,0.00557,0.00819
50588,15520,5,3,2024-08-06,0,Tablet,Cellular,Search,False,False,159,0.00143,0.0021
50608,23270,3,3,2024-03-22,10,Desktop,Wifi,Algorithmic,False,False,180,0.00369,0.00543
50612,44695,78,1,2024-12-15,20,Mobile iOS,Wifi,Algorithmic,False,False,116,0.0013,0.00191
50653,25094,41,1,2024-12-09,10,Mobile Android,Wifi,Search,False,False,196,0.00405,0.00595
50658,29897,47,2,2024-09-15,19,Tablet,Cellular,Algorithmic,False,False,167,0.00484,0.00712
50681,11424,61,2,2024-10-30,18,Tablet,Offline,Editorial,True,False,11,0.0,0.00767
50685,33176,16,2,2024-12-15,8,Desktop,Wifi,Algorithmic,False,False,180,0.00153,0.00225
50687,24476,31,1,2024-04-10,8,Desktop,Wifi,Search,True,False,16,0.0,0.00156
50693,2154,51,4,2024-03-27,14,Smart Speaker,Wifi,Search,True,False,15,0.0,0.00188
50701,23586,98,1,2024-10-02,8,Mobile Android,Offline,Editorial,False,True,142,0.00446,0.00656
50706,36036,32,2,2024-01-12,18,Desktop,Wifi,Search,True,False,9,0.0,0.00831
50707,12983,70,1,2024-11-13,6,Desktop,Wifi,Editorial,False,False,114,0.00313,0.0046
50718,22528,12,2,2024-12-11,0,Desktop,Wifi,Algorithmic,True,True,14,0.0,0.00799
50722,12619,34,2,2024-02-13,11,Mobile iOS,Cellular,Algorithmic,False,False,215,0.001,0.00147
50726,19391,23,2,2024-10-27,6,Smart Speaker,Cellular,Algorithmic,True,False,7,0.0,0.00225
50731,24696,88,4,2024-06-24,16,Tablet,Wifi,Algorithmic,False,False,130,0.00099,0.00145
50747,40607,64,4,2024-11-13,11,Tablet,Offline,Search,False,False,209,0.00133,0.00195
50761,16577,44,1,2024-01-26,13,Mobile Android,Cellular,Algorithmic,False,True,202,0.00354,0.0052
50773,44040,33,1,2024-06-23,10,Desktop,Wifi,Search,True,False,23,0.0,0.00183
50784,18838,65,2,2024-08-11,7,Mobile Android,Cellular,Search,False,False,144,0.00596,0.00876
50790,7179,87,3,2024-01-23,0,Mobile iOS,Wifi,Algorithmic,True,False,27,0.0,0.00571
50797,2330,73,4,2024-08-29,12,Desktop,Wifi,Search,False,True,233,0.00435,0.0064
50817,13768,4,1,2024-12-24,22,Desktop,Wifi,Search,False,False,207,0.00393,0.00578
50831,19028,53,4,2024-09-05,7,Tablet,Wifi,Search,False,True,167,0.00137,0.00202
50847,18956,63,4,2024-09-02,22,Smart Speaker,Wifi,Algorithmic,True,False,24,0.0,0.00202
50857,31283,84,2,2024-09-09,15,Mobile Android,Cellular,Search,True,False,8,0.0,0.00168
50863,38940,10,4,2024-12-16,19,Smart Speaker,Cellular,Search,False,False,152,0.00437,0.00642
50868,13518,37,1,2024-05-03,1,Desktop,Wifi,Search,False,False,152,0.00446,0.00656
50872,17339,1,3,2024-02-17,17,Mobile iOS,Cellular,Editorial,False,False,177,0.00139,0.00205
50880,2946,79,3,2024-08-02,22,Desktop,Wifi,Search,True,False,27,0.0,0.00773
50885,42604,50,4,2024-09-20,7,Smart Speaker,Wifi,Algorithmic,True,False,11,0.0,0.00187
50895,10388,51,3,2024-05-13,10,Tablet,Wifi,Editorial,False,False,136,0.00272,0.004
50900,41547,31,1,2024-10-08,18,Smart Speaker,Wifi,Search,True,False,2,0.0,0.00224
50918,24468,57,4,2024-11-12,11,Desktop,Wifi,Search,False,False,180,0.00568,0.00836
50919,26642,89,3,2024-08-09,17,Mobile iOS,Wifi,Search,False,True,172,0.00456,0.0067
50928,22233,34,1,2024-12-30,4,Smart Speaker,Wifi,Algorithmic,False,True,179,0.00636,0.00935
50949,13435,76,2,2024-05-12,16,Tablet,Wifi,Search,False,False,166,0.00559,0.00822
50974,14972,93,3,2024-07-22,2,Desktop,Cellular,Algorithmic,True,False,17,0.0,0.00213
50980,35409,43,2,2024-05-10,20,Mobile Android,Cellular,Search,False,True,186,0.00093,0.00137
50989,7404,64,3,2024-01-06,9,Smart Speaker,Cellular,Search,False,False,137,0.00129,0.00189
50997,23145,85,2,2024-05-10,6,Mobile iOS,Wifi,Search,True,False,14,0.0,0.00194
51011,40261,46,3,2024-01-30,10,Mobile Android,Cellular,Editorial,False,False,206,0.00609,0.00895
51021,27973,33,3,2024-04-16,20,Mobile iOS,Cellular,Algorithmic,False,False,148,0.00339,0.00498
51070,23940,54,3,2024-07-01,23,Smart Speaker,Cellular,Search,True,False,18,0.0,0.00218
51077,35112,20,1,2024-10-25,7,Tablet,Wifi,Editorial,False,False,182,0.00407,0.00599
51104,42368,76,2,2024-11-03,0,Mobile iOS,Wifi,Search,False,True,169,0.00095,0.0014
51115,10532,36,4,2024-12-23,12,Smart Speaker,Wifi,Search,False,False,121,0.00441,0.00648
51116,38689,13,3,2024-12-21,23,Desktop,Wifi,Editorial,False,False,156,0.00135,0.00198
51117,5126,25,3,2024-12-02,7,Smart Speaker,Wifi,Algorithmic,False,False,95,0.00477,0.00701
51119,12991,53,2,2024-05-15,19,Smart Speaker,Wifi,Search,False,False,170,0.0058,0.00853
51122,9869,79,2,2024-04-27,20,Mobile Android,Wifi,Search,True,False,12,0.0,0.00697
51128,43673,66,4,2024-09-05,15,Mobile Android,Cellular,Search,False,False,146,0.00092,0.00136
51129,1798,68,1,2024-12-26,21,Mobile Android,Wifi,Algorithmic,True,False,14,0.0,0.00916
51133,15364,61,3,2024-05-03,21,Mobile iOS,Wifi,Search,True,False,24,0.0,0.00598
51169,5169,10,3,2024-02-20,11,Desktop,Wifi,Algorithmic,True,False,15,0.0,0.00712
51177,27828,35,3,2024-07-12,18,Desktop,Offline,Algorithmic,False,True,295,0.00423,0.00622
51205,39591,27,2,2024-07-19,1,Mobile iOS,Wifi,Editorial,False,False,228,0.00493,0.00725
51209,8793,9,4,2024-12-24,11,Mobile iOS,Wifi,Search,True,False,22,0.0,0.00642
51212,19770,91,4,2024-04-10,4,Mobile Android,Wifi,Search,False,True,186,0.00382,0.00562
51218,7782,50,4,2024-01-05,23,Mobile iOS,Wifi,Algorithmic,False,False,165,0.00148,0.00217
51222,25627,41,4,2024-09-17,19,Mobile iOS,Cellular,Search,False,False,191,0.00131,0.00193
51240,33524,7,4,2024-10-25,19,Desktop,Wifi,Search,False,False,156,0.00141,0.00208
51251,11312,4,2,2024-07-04,5,Tablet,Cellular,Search,False,False,291,0.00282,0.00414
51253,31904,53,2,2024-09-06,7,Mobile iOS,Cellular,Search,False,False,161,0.001,0.00147
51255,38713,1,2,2024-08-04,23,Mobile Android,Wifi,Search,True,False,8,0.0,0.00458
51258,29128,35,2,2024-07-09,22,Mobile Android,Cellular,Algorithmic,True,False,15,0.0,0.00188
51266,6284,60,2,2024-08-03,9,Desktop,Wifi,Search,True,False,19,0.0,0.0062
51269,44341,5,2,2024-12-12,21,Desktop,Offline,Search,False,True,121,0.00668,0.00983
51271,42644,12,4,2024-03-08,14,Mobile Android,Cellular,Algorithmic,True,False,21,0.0,0.00711
51282,12619,10,1,2024-07-11,10,Tablet,Wifi,Editorial,False,False,125,0.00151,0.00222
51289,41670,27,1,2024-07-10,9,Tablet,Wifi,Editorial,False,False,185,0.00301,0.00442
51304,18386,68,4,2024-06-29,22,Smart Speaker,Cellular,Search,False,False,199,0.00452,0.00664
51305,1772,45,3,2024-07-06,20,Mobile iOS,Wifi,Search,False,True,149,0.00109,0.00161
51308,10183,39,4,2024-03-03,19,Tablet,Wifi,Algorithmic,True,False,13,0.0,0.00162
51317,8387,1,3,2024-07-27,21,Tablet,Wifi,Algorithmic,False,True,187,0.00103,0.00152
51334,22902,5,3,2024-07-09,17,Mobile iOS,Wifi,Algorithmic,True,False,9,0.0,0.00604
51335,37840,12,2,2024-12-04,11,Smart Speaker,Wifi,Algorithmic,False,False,170,0.00571,0.0084
51340,31972,69,2,2024-02-13,13,Mobile Android,Wifi,Search,False,False,173,0.00373,0.00549
51346,29835,50,3,2024-04-27,8,Smart Speaker,Wifi,Search,False,True,111,0.0011,0.00162
51354,15379,94,2,2024-07-05,5,Mobile iOS,Wifi,Search,True,False,18,0.0,0.00208
51383,7230,15,1,2024-05-23,19,Tablet,Offline,Algorithmic,True,False,18,0.0,0.0022
51384,28223,26,2,2024-01-11,23,Mobile Android,Cellular,Search,True,False,27,0.0,0.0014
51387,36547,53,2,2024-11-20,19,Desktop,Wifi,Algorithmic,True,False,14,0.0,0.00471
51419,13569,45,2,2024-05-15,9,Desktop,Cellular,Search,False,True,240,0.00324,0.00476
51421,20606,17,2,2024-06-02,18,Desktop,Cellular,Editorial,True,False,26,0.0,0.00199
51424,18769,50,2,2024-08-22,22,Tablet,Wifi,Search,False,False,130,0.00413,0.00608
51427,38556,41,4,2024-01-14,6,Tablet,Wifi,Search,False,False,236,0.0067,0.00985
51449,40384,7,4,2024-12-15,10,Mobile iOS,Wifi,Editorial,True,False,28,0.0,0.00512
51452,39950,1,4,2024-12-11,14,Tablet,Offline,Algorithmic,False,False,185,0.00545,0.00801
51454,4786,37,4,2024-06-25,18,Mobile Android,Cellular,Editorial,False,False,135,0.00141,0.00208
51457,7834,13,2,2024-12-07,18,Mobile iOS,Cellular,Algorithmic,True,False,14,0.0,0.0053
51474,17169,98,1,2024-07-27,9,Tablet,Wifi,Editorial,False,False,153,0.00142,0.00209
51487,11444,1,1,2024-03-24,20,Smart Speaker,Wifi,Search,False,False,152,0.00151,0.00222
51488,24894,71,1,2024-11-12,0,Mobile iOS,Offline,Search,False,False,192,0.00464,0.00682
51498,6592,48,2,2024-09-01,0,Smart Speaker,Wifi,Search,False,False,262,0.00141,0.00207
51510,20136,30,4,2024-11-14,3,Mobile iOS,Offline,Algorithmic,False,False,164,0.00114,0.00167
51518,10965,34,2,2024-05-13,6,Desktop,Cellular,Algorithmic,False,False,225,0.00648,0.00953
51525,6909,27,2,2024-04-19,4,Smart Speaker,Cellular,Algorithmic,False,False,186,0.00488,0.00717
51559,8689,85,2,2024-07-02,13,Desktop,Offline,Algorithmic,False,False,219,0.0044,0.00647
51578,43104,40,1,2024-10-06,7,Smart Speaker,Wifi,Editorial,False,False,291,0.0012,0.00177
51591,22321,90,4,2024-06-17,9,Smart Speaker,Wifi,Search,False,False,170,0.00527,0.00775
51630,19995,41,1,2024-11-11,18,Mobile Android,Cellular,Editorial,False,True,195,0.00435,0.00639
51638,36539,53,2,2024-08-31,13,Mobile iOS,Wifi,Algorithmic,True,False,4,0.0,0.00171
51640,37441,77,4,2024-10-26,18,Mobile iOS,Cellular,Algorithmic,False,False,234,0.00146,0.00215
51649,31506,63,1,2024-05-09,2,Mobile iOS,Cellular,Algorithmic,True,False,29,0.0,0.00221
51676,13147,37,4,2024-02-21,18,Mobile Android,Wifi,Algorithmic,True,False,5,0.0,0.00858
51680,16285,10,3,2024-05-09,8,Smart Speaker,Cellular,Editorial,False,False,122,0.00636,0.00936
51690,27009,40,2,2024-02-16,15,Mobile Android,Wifi,Editorial,True,False,6,0.0,0.00936
51692,31324,33,2,2024-10-26,23,Tablet,Cellular,Editorial,False,False,177,0.00439,0.00645
51694,15001,1,4,2024-10-23,2,Tablet,Wifi,Editorial,False,False,166,0.00434,0.00638
51701,35208,21,1,2024-02-08,9,Smart Speaker,Wifi,Algorithmic,False,False,217,0.00131,0.00192
51726,3162,16,4,2024-09-27,1,Desktop,Cellular,Algorithmic,False,False,169,0.00122,0.0018
51730,14743,5,4,2024-05-16,0,Mobile Android,Wifi,Search,False,False,156,0.006,0.00882
51731,31611,8,3,2024-09-15,5,Mobile Android,Wifi,Search,False,False,226,0.00367,0.00539
51732,36753,84,2,2024-10-15,16,Desktop,Cellular,Editorial,False,False,256,0.00483,0.0071
51738,4934,40,3,2024-10-18,22,Mobile iOS,Cellular,Editorial,True,False,3,0.0,0.00799
51751,17149,99,3,2024-09-29,23,Tablet,Wifi,Algorithmic,True,False,19,0.0,0.00473
51765,43229,39,3,2024-05-16,16,Mobile iOS,Wifi,Search,False,True,145,0.00424,0.00623
51785,12729,53,1,2024-11-18,16,Mobile Android,Wifi,Algorithmic,True,False,17,0.0,0.00582
51788,34782,83,4,2024-10-19,17,Smart Speaker,Wifi,Algorithmic,False,False,132,0.00108,0.00159
51791,28406,83,2,2024-12-22,6,Tablet,Wifi,Search,False,True,127,0.00315,0.00463
51799,1833,12,2,2024-10-31,5,Desktop,Offline,Algorithmic,True,False,6,0.0,0.0082
51801,38588,31,2,2024-09-19,7,Smart Speaker,Wifi,Search,False,True,152,0.00418,0.00615
51806,4617,74,3,2024-11-24,13,Mobile Android,Wifi,Editorial,True,False,20,0.0,0.00618
51821,13147,53,3,2024-01-18,4,Desktop,Wifi,Algorithmic,True,False,24,0.0,0.00593
51823,20172,8,1,2024-06-23,17,Mobile iOS,Offline,Editorial,False,False,243,0.00122,0.00179
51826,35696,74,4,2024-03-19,6,Tablet,Cellular,Search,False,False,175,0.0046,0.00676
51837,23763,71,1,2024-09-08,17,Mobile iOS,Wifi,Search,True,False,3,0.0,0.00152
